0: smoky54
1: smoky54
Now starting the main loop
 76:   49149 bytes   1496 times -->   8769.68 Mbps in    42.7584 usec
 77:   49152 bytes   1559 times -->   8779.07 Mbps in    42.7152 usec
 78:   49155 bytes   1560 times -->   8763.13 Mbps in    42.7955 usec
 79:   65533 bytes    779 times -->   8496.64 Mbps in    58.8441 usec
 80:   65536 bytes    849 times -->   8486.00 Mbps in    58.9206 usec
 81:   65539 bytes    848 times -->   8496.87 Mbps in    58.8479 usec
 82:   98301 bytes    849 times -->   8927.60 Mbps in    84.0066 usec
 83:   98304 bytes    793 times -->   8930.12 Mbps in    83.9854 usec
 84:   98307 bytes    793 times -->   8963.89 Mbps in    83.6715 usec
 85:  131069 bytes    398 times -->   9175.91 Mbps in   108.9786 usec
 86:  131072 bytes    458 times -->   9189.70 Mbps in   108.8175 usec
 87:  131075 bytes    459 times -->   9143.01 Mbps in   109.3757 usec
 88:  196605 bytes    457 times -->   9652.00 Mbps in   155.4059 usec
 89:  196608 bytes    428 times -->   9644.12 Mbps in   155.5353 usec
 90:  196611 bytes    428 times -->   9694.43 Mbps in   154.7303 usec
 91:  262141 bytes    215 times -->   9997.92 Mbps in   200.0393 usec
 92:  262144 bytes    249 times -->   9938.54 Mbps in   201.2368 usec
 93:  262147 bytes    248 times -->   9998.31 Mbps in   200.0361 usec
 94:  393213 bytes    249 times -->  10516.60 Mbps in   285.2611 usec
 95:  393216 bytes    233 times -->  10567.05 Mbps in   283.9013 usec
 96:  393219 bytes    234 times -->  10532.16 Mbps in   284.8440 usec
 97:  524285 bytes    117 times -->  10576.32 Mbps in   378.2012 usec
 98:  524288 bytes    132 times -->  10558.85 Mbps in   378.8291 usec
 99:  524291 bytes    131 times -->  10564.68 Mbps in   378.6224 usec
100:  786429 bytes    132 times -->  10347.22 Mbps in   579.8638 usec
101:  786432 bytes    114 times -->  10358.92 Mbps in   579.2107 usec
102:  786435 bytes    115 times -->  10347.20 Mbps in   579.8692 usec
103: 1048573 bytes     57 times -->  10139.06 Mbps in   789.0254 usec
104: 1048576 bytes     63 times -->  10153.29 Mbps in   787.9223 usec
105: 1048579 bytes     63 times -->  10160.00 Mbps in   787.4038 usec
106: 1572861 bytes     63 times -->   9362.03 Mbps in  1281.7704 usec
107: 1572864 bytes     52 times -->   9357.00 Mbps in  1282.4627 usec
108: 1572867 bytes     51 times -->   9353.54 Mbps in  1282.9397 usec
109: 2097149 bytes     25 times -->   8892.84 Mbps in  1799.1972 usec
110: 2097152 bytes     27 times -->   8898.50 Mbps in  1798.0558 usec
111: 2097155 bytes     27 times -->   8893.66 Mbps in  1799.0360 usec
