1.000000 1000000.000000 2.575597
0.999990 90909.173554 2.575556
0.999980 47619.092971 2.575516
0.999970 32258.095734 2.575475
0.999960 24390.267698 2.575435
0.999950 19607.862361 2.575394
0.999940 16393.458748 2.575354
0.999930 14084.520928 2.575313
0.999920 12345.691206 2.575272
0.999910 10989.021857 2.575232
0.999900 9900.999902 2.575191
0.999890 9009.017937 2.575151
0.999880 8264.471006 2.575110
0.999870 7633.595362 2.575070
0.999860 7092.205624 2.575029
0.999850 6622.523135 2.574988
0.999840 6211.186297 2.574948
0.999830 5847.959030 2.574907
0.999820 5524.867373 2.574867
0.999810 5235.607302 2.574826
0.999800 4975.129329 2.574786
0.999790 4739.341210 2.574745
0.999780 4524.891382 2.574705
0.999770 4329.008639 2.574664
0.999760 4149.381726 2.574623
0.999750 3984.067713 2.574583
0.999740 3831.421441 2.574542
0.999730 3690.040577 2.574502
0.999720 3558.722407 2.574461
0.999710 3436.429541 2.574421
0.999700 3322.262447 2.574380
0.999690 3215.437289 2.574340
0.999680 3115.267903 2.574299
0.999670 3021.151048 2.574259
0.999660 2932.554244 2.574218
0.999650 2849.005690 2.574177
0.999640 2770.085865 2.574137
0.999630 2695.420478 2.574096
0.999620 2624.674534 2.574056
0.999610 2557.547308 2.574015
0.999600 2493.768074 2.573975
0.999590 2433.092452 2.573934
0.999580 2375.299282 2.573894
0.999570 2320.187930 2.573853
0.999560 2267.575959 2.573813
0.999550 2217.297113 2.573772
0.999540 2169.199561 2.573732
0.999530 2123.144369 2.573691
0.999520 2079.004154 2.573651
0.999510 2036.661910 2.573610
0.999500 1996.009976 2.573570
0.999490 1956.949116 2.573529
0.999480 1919.387712 2.573489
0.999470 1883.241051 2.573448
0.999460 1848.430681 2.573407
0.999450 1814.883844 2.573367
0.999440 1782.532974 2.573326
0.999430 1751.315233 2.573286
0.999420 1721.172114 2.573245
0.999410 1692.049067 2.573205
0.999400 1663.895172 2.573164
0.999390 1636.662845 2.573124
0.999380 1610.307566 2.573083
0.999370 1584.787636 2.573043
0.999360 1560.063960 2.573002
0.999350 1536.099844 2.572962
0.999340 1512.860815 2.572921
0.999330 1490.314454 2.572881
0.999320 1468.430247 2.572840
0.999310 1447.179448 2.572800
0.999300 1426.534948 2.572759
0.999290 1406.471165 2.572719
0.999280 1386.963937 2.572678
0.999270 1367.990422 2.572638
0.999260 1349.529013 2.572597
0.999250 1331.559253 2.572557
0.999240 1314.061759 2.572517
0.999230 1297.018157 2.572476
0.999220 1280.411010 2.572436
0.999210 1264.223766 2.572395
0.999200 1248.440698 2.572355
0.999190 1233.046854 2.572314
0.999180 1218.028013 2.572274
0.999170 1203.370636 2.572233
0.999160 1189.061830 2.572193
0.999150 1175.089305 2.572152
0.999140 1161.441346 2.572112
0.999130 1148.106773 2.572071
0.999120 1135.074914 2.572031
0.999110 1122.335577 2.571990
0.999100 1109.879022 2.571950
0.999090 1097.695937 2.571909
0.999080 1085.777415 2.571869
0.999070 1074.114929 2.571828
0.999060 1062.700318 2.571788
0.999050 1051.525761 2.571748
0.999040 1040.583766 2.571707
0.999030 1029.867146 2.571667
0.999020 1019.369010 2.571626
0.999010 1009.082744 2.571586
0.999000 999.001997 2.571545
0
